Day,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Monday,15:40,15:30,Breakfast,6,50,70.46,Other,Window,FALSE,5,TRUE,26-35,Snowy
Saturday,09:42,10:40,Breakfast,6,118,163.93,Other,Window,TRUE,5,TRUE,65+,Sunny
Thursday,19:08,20:19,Dinner,5,71,48.82,Other,Patio,FALSE,1,FALSE,18-25,Sunny
Thursday,19:52,21:24,Breakfast,4,152,139.37,Other,Center,FALSE,4,FALSE,36-45,Cloudy
Tuesday,11:07,12:34,Breakfast,2,87,83.16,Female,Window,TRUE,2,TRUE,56-65,Snowy
Tuesday,12:19,13:22,Dinner,1,63,52.75,Female,Window,FALSE,3,FALSE,26-35,Sunny
Monday,19:31,19:08,Breakfast,3,37,49.56,Male,Center,TRUE,5,TRUE,46-55,Sunny
Friday,18:51,19:11,Dinner,1,80,83.49,Female,Window,FALSE,4,FALSE,46-55,Cloudy
Friday,19:32,19:16,Breakfast,3,44,92.8,Male,Patio,TRUE,4,TRUE,56-65,Cloudy
Thursday,20:52,22:13,Lunch,5,141,92.64,Male,Center,FALSE,1,FALSE,56-65,Rainy
Friday,08:17,10:33,Dinner,2,136,111.35,Male,Center,FALSE,3,FALSE,65+,Sunny
Tuesday,21:46,23:26,Breakfast,4,160,134.11,Male,Center,FALSE,2,TRUE,26-35,Sunny
Monday,11:35,13:35,Lunch,3,120,139.35,Male,Center,TRUE,4,FALSE,18-25,Cloudy
Saturday,10:09,11:57,Dinner,4,108,126.91,Female,Window,TRUE,4,FALSE,56-65,Rainy
Thursday,19:25,19:21,Dinner,2,56,47.32,Other,Patio,FALSE,1,FALSE,18-25,Rainy
Tuesday,18:56,19:12,Lunch,3,76,98.47,Other,Patio,FALSE,4,FALSE,36-45,Rainy
Sunday,09:22,11:58,Breakfast,6,156,109.81,Female,Center,TRUE,2,FALSE,18-25,Snowy
Monday,18:36,19:42,Lunch,4,66,95.86,Other,Center,FALSE,4,TRUE,36-45,Rainy
Saturday,21:41,23:21,Lunch,6,160,162.84,Female,Center,TRUE,4,FALSE,18-25,Snowy
Thursday,19:10,20:03,Dinner,6,113,103.8,Female,Center,TRUE,5,TRUE,18-25,Cloudy
Saturday,08:59,09:33,Breakfast,3,94,107.55,Other,Window,TRUE,4,TRUE,18-25,Snowy
Monday,21:26,21:23,Breakfast,3,57,46.82,Other,Window,TRUE,2,FALSE,56-65,Cloudy
Friday,19:43,20:33,Dinner,2,110,108.31,Male,Patio,TRUE,1,FALSE,26-35,Cloudy
Saturday,14:48,15:20,Lunch,5,92,100.03,Male,Center,FALSE,4,TRUE,36-45,Rainy
Wednesday,17:53,19:57,Breakfast,5,124,115.04,Male,Window,TRUE,2,FALSE,65+,Snowy
Saturday,10:58,12:02,Lunch,2,124,127.39,Male,Patio,TRUE,1,TRUE,36-45,Snowy
Saturday,11:49,14:49,Dinner,5,180,175.82,Female,Patio,TRUE,5,TRUE,18-25,Rainy
Thursday,14:10,16:06,Lunch,4,176,143.52,Other,Center,TRUE,4,FALSE,18-25,Rainy
Wednesday,09:01,10:52,Dinner,1,111,65.91,Other,Window,FALSE,2,FALSE,18-25,Sunny
Monday,20:32,22:08,Lunch,1,156,123.44,Female,Window,TRUE,3,TRUE,26-35,Rainy
Monday,15:39,16:41,Lunch,6,62,109.56,Other,Patio,TRUE,4,TRUE,56-65,Sunny
Thursday,11:59,12:28,Breakfast,2,89,90.41,Male,Patio,FALSE,3,FALSE,18-25,Rainy
Thursday,13:38,13:28,Lunch,6,50,64.03,Female,Patio,TRUE,2,TRUE,46-55,Rainy
Sunday,15:23,15:09,Breakfast,3,46,54.64,Female,Patio,TRUE,1,TRUE,18-25,Snowy
Saturday,16:38,17:59,Breakfast,1,81,83.57,Other,Center,TRUE,3,TRUE,46-55,Rainy
Saturday,13:29,15:33,Dinner,4,124,107.05,Male,Patio,TRUE,1,TRUE,18-25,Cloudy
Sunday,13:05,14:00,Breakfast,3,115,126,Other,Center,FALSE,5,FALSE,65+,Cloudy
Friday,12:11,14:55,Lunch,5,164,136.64,Other,Window,TRUE,1,TRUE,65+,Snowy
Saturday,20:00,21:41,Breakfast,3,101,100.05,Female,Patio,TRUE,3,FALSE,18-25,Cloudy
Friday,08:17,10:53,Breakfast,3,156,138.3,Female,Center,FALSE,4,TRUE,46-55,Snowy
Thursday,14:35,14:18,Lunch,6,43,41.09,Other,Center,FALSE,1,TRUE,36-45,Cloudy
Saturday,22:20,24:47:00,Breakfast,6,147,125.19,Other,Patio,TRUE,3,FALSE,26-35,Cloudy
Sunday,21:01,21:33,Breakfast,5,32,52.22,Other,Window,FALSE,5,FALSE,26-35,Sunny
Saturday,19:43,21:00,Dinner,1,137,129.18,Female,Patio,FALSE,2,TRUE,65+,Snowy
Tuesday,19:38,20:38,Lunch,1,60,68.77,Female,Window,FALSE,1,TRUE,56-65,Rainy
Thursday,08:31,10:34,Lunch,1,123,86.61,Other,Patio,FALSE,1,FALSE,56-65,Cloudy
Monday,21:28,23:33,Breakfast,3,125,117.07,Male,Center,FALSE,2,TRUE,46-55,Sunny
Monday,13:54,14:51,Lunch,1,117,88.78,Other,Center,TRUE,2,TRUE,56-65,Sunny
Monday,19:15,19:46,Lunch,1,31,74.13,Male,Window,TRUE,5,TRUE,26-35,Sunny
Sunday,17:54,17:38,Dinner,4,44,60.21,Male,Center,TRUE,1,TRUE,46-55,Sunny
Tuesday,18:18,19:54,Breakfast,2,96,74.62,Male,Window,TRUE,3,FALSE,26-35,Sunny
Friday,18:44,19:53,Lunch,4,69,100.45,Male,Center,FALSE,5,TRUE,56-65,Sunny
Tuesday,19:57,20:53,Lunch,4,116,91.57,Male,Patio,TRUE,1,FALSE,65+,Rainy
Sunday,20:46,21:34,Breakfast,2,108,120.06,Female,Center,TRUE,4,FALSE,18-25,Snowy
Tuesday,13:11,13:03,Breakfast,6,52,67.68,Male,Center,TRUE,2,TRUE,65+,Sunny
Sunday,20:13,21:01,Breakfast,3,108,76.73,Male,Window,FALSE,1,FALSE,26-35,Sunny
Monday,08:35,08:20,Dinner,2,45,53.6,Other,Window,FALSE,2,TRUE,56-65,Snowy
Thursday,13:33,14:41,Dinner,2,68,104.17,Other,Center,TRUE,5,TRUE,65+,Sunny
Sunday,20:03,21:56,Breakfast,1,113,84.8,Other,Window,FALSE,1,TRUE,65+,Cloudy
Sunday,09:39,11:45,Dinner,2,126,105.28,Other,Window,FALSE,3,TRUE,56-65,Sunny
Thursday,15:40,15:38,Dinner,6,58,69.66,Other,Patio,FALSE,1,FALSE,26-35,Sunny
Friday,14:23,16:18,Lunch,6,175,106.5,Male,Patio,FALSE,3,FALSE,18-25,Sunny
Saturday,13:46,15:28,Dinner,2,162,120.37,Female,Center,FALSE,5,FALSE,36-45,Cloudy
Thursday,08:06,09:13,Lunch,1,67,52.44,Male,Center,FALSE,5,FALSE,36-45,Snowy
Saturday,14:18,16:47,Lunch,2,149,110.94,Other,Window,TRUE,2,FALSE,18-25,Rainy
Thursday,14:21,16:30,Lunch,2,129,128.8,Male,Window,TRUE,1,TRUE,56-65,Snowy
Thursday,13:57,15:23,Lunch,5,146,91.15,Other,Patio,FALSE,3,FALSE,46-55,Snowy
Wednesday,13:04,16:04,Breakfast,4,180,110.82,Male,Patio,FALSE,3,FALSE,56-65,Sunny
Thursday,14:56,15:44,Lunch,1,108,108.74,Female,Patio,TRUE,4,FALSE,65+,Cloudy
Tuesday,22:18,23:56,Lunch,1,98,74.61,Male,Center,TRUE,3,FALSE,56-65,Snowy
Thursday,15:53,17:13,Lunch,3,140,94.46,Other,Center,FALSE,2,TRUE,36-45,Cloudy
Wednesday,15:18,15:09,Dinner,3,51,80.34,Female,Center,FALSE,4,TRUE,36-45,Sunny
Sunday,12:11,13:05,Dinner,2,114,103.19,Other,Patio,FALSE,3,FALSE,36-45,Rainy
Thursday,12:38,13:45,Dinner,4,67,86.7,Female,Center,TRUE,3,FALSE,65+,Snowy
Saturday,19:21,20:58,Lunch,3,97,78.01,Other,Window,FALSE,3,FALSE,65+,Snowy
Wednesday,20:27,20:00,Dinner,4,33,53.62,Male,Center,FALSE,2,TRUE,26-35,Rainy
Sunday,14:56,16:55,Breakfast,2,179,147.32,Male,Center,TRUE,1,FALSE,65+,Sunny
Wednesday,15:58,16:13,Lunch,1,75,85.14,Female,Center,FALSE,5,TRUE,65+,Snowy
Friday,14:12,16:54,Dinner,5,162,118.72,Male,Window,FALSE,2,FALSE,46-55,Snowy
Sunday,14:20,15:12,Breakfast,1,112,80.71,Male,Patio,TRUE,3,FALSE,56-65,Cloudy
Sunday,20:11,21:40,Breakfast,3,89,141.71,Male,Center,TRUE,5,TRUE,46-55,Rainy
Tuesday,15:07,16:16,Breakfast,2,69,94.16,Other,Patio,TRUE,5,FALSE,65+,Snowy
Sunday,08:48,10:36,Breakfast,5,168,152.18,Other,Center,FALSE,4,TRUE,18-25,Sunny
Monday,20:36,21:50,Lunch,5,74,108.92,Female,Patio,TRUE,5,FALSE,56-65,Rainy
Saturday,20:00,20:38,Breakfast,1,38,69.37,Female,Patio,FALSE,5,FALSE,46-55,Sunny
Saturday,11:24,13:22,Breakfast,4,178,156.38,Other,Patio,TRUE,2,TRUE,65+,Sunny
Sunday,11:01,11:55,Dinner,1,54,50.86,Female,Window,TRUE,1,TRUE,46-55,Rainy
Monday,16:47,17:35,Lunch,4,108,110.17,Male,Patio,TRUE,1,TRUE,56-65,Sunny
Thursday,21:11,22:36,Lunch,5,85,91.5,Other,Window,FALSE,5,TRUE,36-45,Snowy
Thursday,11:07,12:12,Dinner,5,65,95.54,Other,Window,TRUE,5,FALSE,65+,Sunny
Monday,09:10,11:55,Dinner,2,165,166.9,Male,Patio,TRUE,4,TRUE,18-25,Sunny
Saturday,16:11,18:33,Breakfast,4,142,97.96,Male,Window,FALSE,2,TRUE,56-65,Rainy
Friday,18:48,20:31,Lunch,6,163,104.25,Male,Patio,TRUE,1,FALSE,36-45,Cloudy
Monday,10:13,11:12,Dinner,2,119,95.06,Male,Window,TRUE,3,TRUE,56-65,Cloudy
Tuesday,08:14,10:46,Lunch,5,152,137.53,Male,Window,TRUE,5,FALSE,36-45,Snowy
Wednesday,11:35,12:58,Dinner,1,83,112.67,Other,Window,TRUE,3,TRUE,46-55,Cloudy
Thursday,13:55,14:52,Lunch,4,117,114.95,Other,Patio,TRUE,5,TRUE,46-55,Rainy
Friday,18:41,19:47,Breakfast,1,66,91.99,Female,Window,TRUE,2,TRUE,56-65,Sunny
Sunday,19:45,20:50,Lunch,2,65,108.93,Male,Window,TRUE,5,TRUE,46-55,Snowy
Saturday,21:13,22:42,Lunch,1,89,84.21,Male,Center,TRUE,2,TRUE,56-65,Sunny
Monday,18:46,20:10,Dinner,5,144,86.86,Female,Patio,FALSE,1,FALSE,26-35,Cloudy
Wednesday,11:41,11:19,Lunch,4,38,41.8,Male,Center,FALSE,2,FALSE,46-55,Cloudy
Tuesday,09:55,11:35,Breakfast,1,160,147.22,Female,Patio,TRUE,4,FALSE,46-55,Rainy
Wednesday,11:14,11:07,Lunch,3,53,69.19,Other,Window,FALSE,3,FALSE,18-25,Snowy
Sunday,09:46,09:35,Breakfast,5,49,88.07,Other,Window,TRUE,2,TRUE,26-35,Cloudy
Friday,15:37,16:20,Breakfast,1,103,87.91,Female,Window,FALSE,3,FALSE,26-35,Sunny
Friday,08:18,09:38,Breakfast,4,80,81.42,Female,Center,TRUE,4,FALSE,65+,Snowy
Saturday,16:36,16:33,Dinner,5,57,80.62,Female,Patio,TRUE,1,TRUE,65+,Sunny
Thursday,21:21,23:32,Dinner,5,131,102,Male,Patio,FALSE,1,TRUE,26-35,Sunny
Tuesday,15:35,16:36,Breakfast,4,61,79.97,Female,Window,FALSE,4,FALSE,46-55,Rainy
Friday,14:28,16:13,Breakfast,4,165,143.3,Other,Center,TRUE,2,TRUE,18-25,Rainy
Wednesday,16:21,18:02,Dinner,3,161,176.76,Female,Center,FALSE,4,TRUE,56-65,Rainy
Wednesday,19:14,21:44,Breakfast,4,150,86.36,Female,Window,FALSE,2,FALSE,18-25,Cloudy
Sunday,10:08,11:55,Dinner,1,107,95.71,Other,Patio,TRUE,1,FALSE,18-25,Snowy
Saturday,21:57,23:44,Lunch,6,167,167.17,Female,Center,TRUE,1,TRUE,18-25,Sunny
Tuesday,11:37,11:13,Lunch,6,36,57.02,Female,Patio,TRUE,3,FALSE,26-35,Snowy
Thursday,22:20,23:15,Breakfast,3,115,77.48,Male,Patio,FALSE,3,FALSE,26-35,Cloudy
Tuesday,16:59,17:31,Breakfast,2,92,103.39,Female,Center,TRUE,5,FALSE,18-25,Sunny
Tuesday,11:34,12:52,Dinner,1,78,81.94,Male,Window,TRUE,1,TRUE,56-65,Rainy
Friday,19:21,20:03,Breakfast,2,102,127.14,Female,Patio,FALSE,5,TRUE,65+,Cloudy
Tuesday,21:18,23:56,Dinner,3,158,117.99,Other,Patio,FALSE,1,FALSE,46-55,Rainy
Monday,12:20,13:26,Lunch,1,66,95.14,Other,Center,TRUE,4,TRUE,36-45,Rainy
Friday,15:38,15:23,Breakfast,6,45,45.05,Female,Center,FALSE,4,FALSE,18-25,Snowy
Friday,12:59,14:37,Dinner,3,158,137.17,Other,Patio,TRUE,1,FALSE,46-55,Snowy
Monday,20:55,21:35,Lunch,5,100,82.22,Male,Window,TRUE,2,FALSE,65+,Sunny
Wednesday,08:06,08:53,Lunch,5,47,76.74,Male,Center,FALSE,1,TRUE,65+,Snowy
Tuesday,15:00,16:32,Dinner,1,92,90.02,Male,Center,TRUE,3,TRUE,46-55,Snowy
Sunday,09:19,11:01,Lunch,2,162,95.63,Female,Patio,FALSE,3,FALSE,46-55,Cloudy
Tuesday,13:26,14:01,Breakfast,3,95,126.13,Female,Center,FALSE,4,TRUE,56-65,Cloudy
Sunday,09:30,11:04,Dinner,3,154,188.09,Other,Patio,TRUE,5,TRUE,65+,Cloudy
Tuesday,15:00,16:30,Lunch,5,90,123.7,Female,Patio,FALSE,5,TRUE,46-55,Cloudy
Thursday,21:18,21:07,Dinner,1,49,83.83,Female,Center,TRUE,4,FALSE,56-65,Cloudy
Monday,18:04,20:51,Lunch,1,167,141.65,Female,Patio,TRUE,1,FALSE,56-65,Rainy
Thursday,08:28,10:21,Lunch,6,173,151.53,Other,Patio,TRUE,2,TRUE,36-45,Rainy
Tuesday,14:24,14:08,Lunch,5,44,61.79,Female,Patio,FALSE,5,TRUE,36-45,Snowy
Sunday,08:35,10:19,Breakfast,6,164,108.36,Other,Center,TRUE,2,FALSE,36-45,Rainy
Wednesday,16:05,16:46,Lunch,5,41,60.27,Female,Center,FALSE,1,TRUE,18-25,Cloudy
Tuesday,18:19,19:22,Breakfast,5,63,70.06,Other,Window,TRUE,2,FALSE,36-45,Rainy
Tuesday,13:22,15:51,Breakfast,4,149,118.68,Female,Window,TRUE,2,FALSE,26-35,Rainy
Sunday,15:34,16:47,Lunch,2,73,51.47,Other,Window,TRUE,2,FALSE,36-45,Rainy
Sunday,08:11,08:44,Breakfast,1,33,41.33,Female,Window,TRUE,1,FALSE,56-65,Sunny
Wednesday,13:45,14:42,Lunch,3,117,108.87,Female,Window,TRUE,4,FALSE,18-25,Rainy
Wednesday,20:21,23:21,Breakfast,6,180,144.84,Female,Center,FALSE,3,TRUE,18-25,Rainy
Monday,13:34,13:17,Lunch,6,43,38.71,Female,Patio,FALSE,1,TRUE,26-35,Snowy
Wednesday,17:28,17:21,Breakfast,2,53,51.93,Female,Center,FALSE,1,FALSE,26-35,Sunny
Tuesday,10:50,11:31,Dinner,5,101,102.57,Female,Center,FALSE,4,TRUE,18-25,Snowy
Monday,17:31,19:58,Breakfast,4,147,117.19,Other,Center,TRUE,3,FALSE,65+,Sunny
Thursday,16:09,16:40,Lunch,2,31,74.68,Male,Patio,FALSE,3,TRUE,46-55,Cloudy
Thursday,21:37,21:18,Lunch,3,41,78.97,Male,Patio,FALSE,5,TRUE,36-45,Sunny
Wednesday,09:23,09:21,Breakfast,4,58,98.07,Male,Center,TRUE,2,TRUE,46-55,Sunny
Monday,20:13,21:32,Dinner,4,79,57.73,Other,Center,FALSE,3,TRUE,18-25,Cloudy
Sunday,20:04,22:27,Lunch,3,143,144.79,Male,Center,TRUE,4,FALSE,26-35,Rainy
Tuesday,08:15,09:13,Lunch,5,118,103.37,Female,Window,TRUE,2,FALSE,56-65,Sunny
Sunday,17:10,18:30,Dinner,6,80,65.35,Female,Center,TRUE,2,FALSE,36-45,Rainy
Thursday,18:53,19:06,Lunch,4,73,48.84,Other,Window,FALSE,1,FALSE,36-45,Snowy
Friday,18:29,20:55,Lunch,2,146,146.93,Male,Window,FALSE,5,FALSE,46-55,Snowy
Wednesday,12:59,12:31,Lunch,4,32,62.49,Other,Window,FALSE,3,TRUE,36-45,Snowy
Wednesday,19:26,21:37,Lunch,3,131,92.21,Female,Patio,FALSE,5,FALSE,36-45,Sunny
Saturday,18:47,20:58,Dinner,3,131,124.3,Other,Center,FALSE,3,TRUE,65+,Cloudy
Thursday,08:58,10:48,Breakfast,2,170,140.79,Other,Window,FALSE,5,TRUE,26-35,Rainy
Sunday,20:21,22:20,Lunch,6,179,137.56,Female,Window,TRUE,4,FALSE,65+,Snowy
Tuesday,16:24,18:58,Lunch,2,154,143.32,Male,Center,TRUE,3,TRUE,26-35,Cloudy
Thursday,08:53,09:16,Breakfast,1,83,83.43,Male,Window,TRUE,1,FALSE,46-55,Rainy
Wednesday,16:59,18:27,Lunch,2,148,113.26,Male,Patio,FALSE,2,FALSE,56-65,Cloudy
Tuesday,20:43,21:45,Breakfast,5,62,81.2,Other,Center,TRUE,4,TRUE,56-65,Sunny
Saturday,19:47,20:15,Dinner,3,88,97.61,Male,Patio,FALSE,4,TRUE,36-45,Rainy
Sunday,20:46,20:45,Dinner,4,59,90.69,Male,Patio,FALSE,3,TRUE,18-25,Cloudy
Thursday,13:35,15:08,Dinner,2,153,134.43,Female,Center,FALSE,4,FALSE,46-55,Snowy
Tuesday,21:01,21:54,Breakfast,1,53,69.01,Other,Center,FALSE,5,FALSE,46-55,Cloudy
Saturday,22:28,23:53,Dinner,5,85,74.59,Female,Center,TRUE,4,FALSE,56-65,Rainy
Wednesday,20:07,22:21,Lunch,6,134,93.61,Female,Window,FALSE,3,FALSE,36-45,Cloudy
Saturday,08:29,10:14,Dinner,5,165,112.64,Female,Window,TRUE,1,FALSE,36-45,Cloudy
Thursday,13:48,14:57,Lunch,4,69,93.24,Male,Center,FALSE,4,FALSE,36-45,Rainy
Tuesday,14:10,15:25,Lunch,3,75,54.02,Other,Window,FALSE,2,FALSE,65+,Snowy
Friday,10:01,12:06,Dinner,6,125,122.66,Male,Window,FALSE,5,FALSE,65+,Sunny
Friday,20:16,21:11,Breakfast,4,115,105.36,Male,Patio,FALSE,3,FALSE,18-25,Sunny
Thursday,10:56,12:51,Breakfast,4,175,185.49,Other,Window,TRUE,4,TRUE,36-45,Sunny
Sunday,08:53,09:27,Dinner,1,94,75.68,Other,Window,TRUE,3,TRUE,36-45,Cloudy
Wednesday,16:21,17:16,Breakfast,4,115,124.33,Other,Center,FALSE,5,FALSE,46-55,Sunny
Sunday,20:10,21:53,Lunch,4,103,108.96,Female,Window,TRUE,5,FALSE,18-25,Cloudy
Wednesday,21:25,22:00,Dinner,2,95,146.24,Female,Patio,TRUE,5,TRUE,26-35,Snowy
Friday,19:11,19:56,Lunch,4,45,64.09,Other,Patio,TRUE,2,FALSE,56-65,Sunny
Monday,18:42,20:02,Breakfast,2,140,115.29,Male,Patio,FALSE,1,FALSE,46-55,Snowy
Sunday,11:11,12:29,Lunch,4,78,98.41,Male,Window,TRUE,2,TRUE,65+,Snowy
Wednesday,15:46,17:00,Lunch,5,134,142.81,Male,Center,FALSE,5,TRUE,65+,Snowy
Thursday,10:05,10:50,Lunch,1,45,67.81,Female,Window,TRUE,3,FALSE,18-25,Snowy
Saturday,17:26,17:00,Breakfast,2,34,37.15,Female,Patio,TRUE,4,FALSE,26-35,Snowy
Friday,11:29,12:11,Breakfast,5,102,118.46,Female,Patio,TRUE,5,FALSE,36-45,Cloudy
Wednesday,21:48,23:31,Lunch,5,163,143.61,Other,Window,TRUE,3,TRUE,56-65,Sunny
Wednesday,16:00,18:30,Dinner,4,150,103.86,Other,Patio,FALSE,2,FALSE,36-45,Sunny
Friday,21:50,21:48,Lunch,2,58,57.72,Other,Window,FALSE,5,FALSE,18-25,Cloudy
Thursday,21:38,21:37,Breakfast,6,59,62.4,Female,Window,TRUE,2,FALSE,65+,Snowy
Sunday,19:41,21:33,Lunch,3,172,138.09,Other,Center,FALSE,3,TRUE,18-25,Rainy
Thursday,11:35,13:24,Lunch,1,169,131.47,Other,Center,FALSE,5,TRUE,46-55,Rainy
Monday,15:00,16:40,Breakfast,2,100,91.48,Other,Window,FALSE,3,FALSE,46-55,Sunny
Tuesday,13:15,13:45,Lunch,5,30,56.27,Female,Patio,FALSE,1,FALSE,46-55,Cloudy
Monday,11:57,13:37,Breakfast,1,160,161.74,Female,Window,FALSE,5,TRUE,56-65,Snowy
Monday,15:35,16:23,Lunch,5,108,120.27,Male,Patio,FALSE,4,TRUE,65+,Cloudy
Monday,19:54,21:51,Dinner,4,177,112.18,Other,Window,TRUE,2,FALSE,46-55,Snowy
Sunday,21:21,22:47,Breakfast,1,86,72.05,Female,Center,TRUE,3,TRUE,65+,Sunny
Sunday,19:22,21:39,Lunch,4,137,140.83,Male,Patio,TRUE,5,FALSE,65+,Snowy
Sunday,16:23,17:07,Dinner,4,104,88.09,Male,Center,TRUE,1,FALSE,26-35,Cloudy
Thursday,16:34,18:56,Breakfast,4,142,95.64,Male,Window,FALSE,3,TRUE,46-55,Rainy
Friday,16:48,17:50,Lunch,2,62,59.03,Male,Window,FALSE,3,TRUE,36-45,Sunny
Wednesday,13:55,13:52,Lunch,3,57,49.26,Male,Center,TRUE,2,TRUE,65+,Cloudy
Wednesday,10:58,13:58,Dinner,5,180,155.33,Female,Window,TRUE,4,TRUE,46-55,Cloudy
Tuesday,16:06,18:05,Lunch,1,179,136.06,Male,Center,FALSE,3,TRUE,46-55,Snowy
Wednesday,10:25,12:13,Lunch,2,168,196.85,Other,Center,TRUE,5,TRUE,56-65,Snowy
Sunday,11:19,11:53,Dinner,6,34,72.67,Female,Window,FALSE,4,TRUE,18-25,Cloudy
Saturday,21:47,23:16,Dinner,3,149,124.68,Other,Patio,TRUE,2,TRUE,56-65,Sunny
Monday,19:17,21:26,Dinner,4,129,95.52,Other,Patio,TRUE,2,TRUE,36-45,Cloudy
Tuesday,13:41,14:19,Breakfast,2,98,98.6,Other,Center,FALSE,4,FALSE,36-45,Snowy
Saturday,21:06,23:52,Breakfast,3,166,132.79,Female,Patio,TRUE,2,FALSE,36-45,Snowy
Sunday,21:49,22:28,Dinner,1,99,92.3,Other,Center,FALSE,5,TRUE,65+,Snowy
Wednesday,10:56,12:16,Lunch,6,140,107.99,Other,Center,FALSE,3,FALSE,65+,Snowy
Friday,14:50,15:40,Lunch,4,110,111.3,Female,Window,TRUE,4,FALSE,18-25,Cloudy
Tuesday,19:31,20:22,Lunch,4,111,142.71,Male,Patio,FALSE,4,TRUE,18-25,Cloudy
Wednesday,10:50,12:00,Dinner,6,130,114.57,Male,Window,FALSE,2,FALSE,46-55,Snowy
Tuesday,09:32,10:53,Breakfast,2,81,57.03,Other,Window,TRUE,1,FALSE,65+,Sunny
Saturday,21:08,22:05,Breakfast,3,117,106.72,Other,Center,TRUE,4,TRUE,26-35,Sunny
Wednesday,18:07,20:17,Lunch,3,130,107.62,Male,Window,TRUE,3,TRUE,26-35,Rainy
Monday,10:08,11:07,Lunch,2,119,107.33,Female,Patio,TRUE,4,FALSE,26-35,Cloudy
Saturday,21:30,22:13,Dinner,2,103,99.29,Other,Patio,TRUE,1,TRUE,65+,Cloudy
Saturday,19:16,20:04,Lunch,3,108,122.13,Other,Center,TRUE,5,FALSE,56-65,Rainy
Tuesday,10:11,12:43,Dinner,6,152,109.15,Male,Patio,FALSE,5,FALSE,18-25,Cloudy
Thursday,21:23,23:24,Breakfast,4,121,118.47,Female,Window,TRUE,2,TRUE,18-25,Cloudy
Friday,18:35,19:14,Breakfast,5,99,84.13,Male,Center,TRUE,2,TRUE,36-45,Rainy
Saturday,13:04,13:56,Breakfast,2,52,88.88,Female,Window,FALSE,5,TRUE,26-35,Sunny
Monday,17:50,19:54,Breakfast,6,124,145.39,Female,Patio,FALSE,4,TRUE,18-25,Rainy
Monday,22:54,22:46,Dinner,1,52,82.61,Other,Center,TRUE,4,FALSE,65+,Sunny
Thursday,10:35,11:48,Breakfast,5,73,84.01,Other,Patio,FALSE,1,TRUE,36-45,Cloudy
Saturday,21:14,22:44,Breakfast,5,90,89.85,Male,Patio,TRUE,2,FALSE,26-35,Snowy
Monday,18:49,20:34,Dinner,1,165,160.29,Female,Window,TRUE,4,FALSE,46-55,Rainy
Saturday,16:20,18:55,Lunch,3,155,137.96,Female,Window,TRUE,3,TRUE,18-25,Snowy
Wednesday,08:19,10:06,Breakfast,3,167,108.94,Male,Center,FALSE,1,FALSE,26-35,Cloudy
Sunday,17:59,19:52,Lunch,2,173,187.24,Other,Window,TRUE,5,TRUE,65+,Sunny
Tuesday,19:12,21:44,Lunch,6,152,172.23,Male,Patio,FALSE,5,TRUE,18-25,Rainy
Saturday,11:56,13:43,Dinner,3,167,120.65,Female,Window,TRUE,1,TRUE,36-45,Cloudy
Saturday,09:03,11:17,Lunch,2,134,134.07,Female,Patio,FALSE,2,TRUE,65+,Cloudy
Sunday,16:38,18:53,Dinner,4,135,121.08,Female,Window,FALSE,1,TRUE,36-45,Sunny
Sunday,18:18,18:13,Dinner,5,55,60.01,Other,Patio,TRUE,5,FALSE,36-45,Rainy
Thursday,08:54,09:15,Lunch,6,81,110.62,Female,Patio,TRUE,4,TRUE,46-55,Rainy
Monday,11:56,13:29,Lunch,3,153,106.41,Male,Patio,FALSE,4,FALSE,56-65,Cloudy
Tuesday,20:09,22:55,Breakfast,4,166,96.36,Male,Patio,FALSE,2,FALSE,26-35,Rainy
Sunday,22:33,23:29,Lunch,6,116,107.11,Female,Center,TRUE,2,TRUE,26-35,Cloudy
Thursday,22:50,24:14:00,Lunch,5,144,115.23,Other,Window,TRUE,2,TRUE,36-45,Rainy
Saturday,15:02,16:43,Dinner,1,101,97.87,Male,Window,TRUE,3,TRUE,26-35,Rainy
Wednesday,17:46,19:09,Breakfast,4,143,138.98,Male,Patio,FALSE,1,TRUE,18-25,Cloudy
Monday,11:12,11:09,Lunch,5,57,51.14,Female,Patio,FALSE,2,FALSE,65+,Snowy
Wednesday,18:57,20:37,Dinner,4,160,152.8,Other,Center,TRUE,4,FALSE,18-25,Snowy
Friday,18:39,19:34,Breakfast,5,115,94.11,Male,Patio,FALSE,5,FALSE,36-45,Rainy
Friday,14:48,16:53,Dinner,4,125,128.3,Male,Patio,FALSE,5,FALSE,36-45,Rainy
Wednesday,11:56,12:49,Dinner,1,113,125.72,Other,Window,FALSE,4,FALSE,56-65,Cloudy
Wednesday,11:46,13:27,Breakfast,3,161,149.17,Other,Window,FALSE,4,TRUE,18-25,Rainy
Wednesday,19:47,21:29,Breakfast,2,162,154.6,Female,Window,FALSE,5,FALSE,56-65,Snowy
Tuesday,21:08,23:18,Dinner,2,130,123.48,Male,Center,FALSE,1,TRUE,36-45,Cloudy
Sunday,14:26,15:44,Breakfast,1,78,90.56,Female,Window,TRUE,1,FALSE,26-35,Sunny
Friday,22:08,22:00,Breakfast,1,52,82.45,Male,Patio,FALSE,4,FALSE,56-65,Sunny
